31.1
31.967
33.48
34.66
36.3
37.8
39.3
40.8
42.42
43.88
45.26
46.56
47.84
49.08
50.16
51.2
52.2
53.1
54.02
54.94
55.76
56.58
57.4
58.18
58.98
59.9
60.78
61.7
62.5
