25.5
26.2
27.26
28.3
29.5
30.72
31.98
33.28
34.58
35.92
37.28
38.62
39.98
41.3
42.54
43.74
44.9
45.94
46.98
47.98
48.94
49.9
50.8
51.64
52.46
53.28
54.02
54.8
55.5
